country,year,oil_production_kbbl_day
Senegal,2021,0.0
Serbia,2021,15.1993452054794
South Africa,2021,0.829473972602739
Spain,2021,0.118591780821917
Sudan,2021,218.6766927345339
Suriname,2021,14.7701424657534
Sweden,2021,0.0
Syria,2021,70.8027397260274
Thailand,2021,176.984304109589
Timor-Leste,2021,12.0
Trinidad and Tobago,2021,59.8476812740602
Tunisia,2021,38.6339123287616
Turkiye,2021,66.2873287671232
Turkmenistan,2021,196.401505
Ukraine,2021,33.3023589041095
United Arab Emirates,2021,3091.4808219178
United Kingdom,2021,808.92133061998
United States,2021,11308.157989041
Uzbekistan,2021,36.1439835616438
Venezuela,2021,594.808219178082
Vietnam,2021,184.151690411065
Yemen,2021,56.8561369863013
Albania,2022,15.0033835616438
Algeria,2022,1211.86301369863
Angola,2022,1153.1406700685
Argentina,2022,582.66745849049
Australia,2022,310.934696470983
Austria,2022,9.95264931506849
Azerbaijan,2022,666.868798624369
Bahrain,2022,188.402739726027
Bangladesh,2022,3.0
Belarus,2022,31.7560602739726
Belize,2022,0.0
Bolivia,2022,27.9158888798465
Brazil,2022,3021.5053499462
Brunei,2022,85.7380821917808
Cambodia,2022,0.0
Cameroon,2022,65.9106684043232
Canada,2022,4543.29212054786
Chad,2022,109.564383561643
Chile,2022,2.11231506849315
China,2022,4089.10790478512
Colombia,2022,754.272945068493
Croatia,2022,11.0356931506849
Cuba,2022,32.0794520547945
Cyprus,2022,0.0
Czechia,2022,1.52628767123287
Dem Rep of the Congo,2022,21.0
Denmark,2022,64.7905198026411
Ecuador,2022,480.967380821846
Egypt,2022,567.65205479452
Equatorial Guinea,2022,118.383561643835
Ethiopia,2022,0.0
France,2022,11.9690575342465
Gabon,2022,195.808219178082
Georgia,2022,0.275958904109589
Germany,2022,33.2422109589041
Ghana,2022,164.797154634131
Greece,2022,1.497
Guatemala,2022,7.01451652035616
Guyana,2022,289.594736712328
Hungary,2022,17.8730931506849
India,2022,612.815400449167
Indonesia,2022,610.531506849315
Iran,2022,3296.53424657534
Iraq,2022,4470.50684931506
Israel,2022,4.0
Italy,2022,83.1508602739726
Ivory Coast,2022,30.2982330823972
Japan,2022,3.24325205479452
Jordan,2022,0.02
Kazakhstan,2022,1726.51431231002
Kuwait,2022,2825.72363714106
Libya,2022,1057.8904109589
Malaysia,2022,505.268493150684
Mauritania,2022,0.0
Mexico,2022,1843.09322471232
Mongolia,2022,15.8878575342465
Mozambique,2022,0.0
Myanmar,2022,7.39968219178082
Netherlands,2022,29.4509857635863
New Zealand,2022,5.66557534246575
Niger,2022,13.0
Nigeria,2022,1291.48452054789
Norway,2022,1704.29704109587
Oman,2022,1063.25128786492
Pakistan,2022,70.7041095888082
Papua New Guinea,2022,34.3763561643835
Peru,2022,40.5382383560684
Philippines,2022,0.925109589041095
Poland,2022,17.1511589041095
Qatar,2022,1284.9548
"Congo, Rep.",2022,274.561643835616
Romania,2022,61.9727616438356
Russia,2022,10318.9714803005
Saudi Arabia,2022,10644.3938173029
Senegal,2022,0.0
Serbia,2022,14.1697534246575
South Africa,2022,0.678449315068493
Spain,2022,0.0186958904109589
Sudan,2022,219.98955967883222
Suriname,2022,14.048805479452
Sweden,2022,0.0
Syria,2022,85.7068493150438
Thailand,2022,143.082635616438
Timor-Leste,2022,10.0
Trinidad and Tobago,2022,58.4357088367342
Tunisia,2022,33.2340191780602
Turkiye,2022,69.0118
Turkmenistan,2022,195.109055
Ukraine,2022,6.67236712328767
United Arab Emirates,2022,3467.87020547945
United Kingdom,2022,744.920433899449
United States,2022,11992.2461041095
Uzbekistan,2022,34.3785945205479
Venezuela,2022,723.657534246575
Vietnam,2022,179.267701369887
Yemen,2022,48.564602739726
Albania,2023,13.9867808219178
Algeria,2023,1183.09589041095
Angola,2023,1144.40214681704
Argentina,2023,635.317168173268
Australia,2023,279.663331210463
Austria,2023,8.99175616438356
Azerbaijan,2023,617.138113692863
Bahrain,2023,179.917808219178
Bangladesh,2023,3.0
Belarus,2023,29.6050630136986
Belize,2023,0.7871234
Bolivia,2023,23.5611243668931
Brazil,2023,3401.59089558242
Brunei,2023,86.6334575342465
Cambodia,2023,0.0
Cameroon,2023,63.5968100444054
Canada,2023,4594.11826027383
Chad,2023,124.010958904109
Chile,2023,2.10493991181917
China,2023,4182.63787284382
Colombia,2023,777.151398301369
Croatia,2023,10.3959917808219
Cuba,2023,30.429588219178
Cyprus,2023,0.0
Czechia,2023,1.38577808219178
Dem Rep of the Congo,2023,19.0
Denmark,2023,59.4433682894931
Ecuador,2023,475.274363849342
Egypt,2023,564.246575342465
Equatorial Guinea,2023,88.1264287052109
Ethiopia,2023,0.0
France,2023,11.7681698630136
Gabon,2023,204.273972602739
Georgia,2023,0.257293150684931
Germany,2023,32.159301369863
Ghana,2023,161.919385588298
Greece,2023,1.497
Guatemala,2023,5.77697526019452
Guyana,2023,391.387813150684
Hungary,2023,18.7167890410958
India,2023,603.967937789531
Indonesia,2023,608.299657534246
Iran,2023,3665.1506849315
Iraq,2023,4353.16438356164
Israel,2023,15.0
Italy,2023,81.055306849315
Ivory Coast,2023,29.4032877453506
Japan,2023,3.07573424657534
Jordan,2023,0.02
Kazakhstan,2023,1854.4321572185
Kuwait,2023,2709.95850289448
Libya,2023,1225.4301369863
Malaysia,2023,501.079452054794
Mauritania,2023,0.0
Mexico,2023,1935.78542739726
Mongolia,2023,15.1117753424657
Mozambique,2023,0.0
Myanmar,2023,7.18078356164383
Netherlands,2023,26.505887187241
New Zealand,2023,7.35529589041095
Niger,2023,13.0
Nigeria,2023,1441.67474746785
Norway,2023,1814.48405479425
Oman,2023,1047.92577534246
Pakistan,2023,73.0011015535397
Papua New Guinea,2023,32.0702547945205
Peru,2023,38.6953699176657
Philippines,2023,0.89752602739726
Poland,2023,16.5856410958904
Qatar,2023,1299.21594520547
"Congo, Rep.",2023,261.986301369863
Romania,2023,59.2291917808219
Russia,2023,10276.5593420094
Saudi Arabia,2023,9733.47945205479
Senegal,2023,0.0
Serbia,2023,13.2099863013698
South Africa,2023,0.554835616438356
Spain,2023,0.0137123287671232
Sudan,2023,214.21344198340768
Suriname,2023,13.7345914555397
Sweden,2023,0.0
Syria,2023,55.0
Thailand,2023,136.178158904109
Timor-Leste,2023,5.0
Trinidad and Tobago,2023,53.7262394794219
Tunisia,2023,31.3643671232547
Turkiye,2023,78.8687890410959
Turkmenistan,2023,190.65793
Ukraine,2023,0.0
United Arab Emirates,2023,3393.50684931506
United Kingdom,2023,663.432564912934
United States,2023,12934.5080876712
Uzbekistan,2023,32.6998547945205
Venezuela,2023,770.506849315068
Vietnam,2023,172.963315068452
Yemen,2023,15.0
Albania,2024,13.0404590163934
Algeria,2024,1119.61748633879
Angola,2024,1135.79515641443
Argentina,2024,700.779257595472
Australia,2024,270.252193029297
Austria,2024,8.90072950819672
Azerbaijan,2024,591.135949045718
Bahrain,2024,173.945355191256
Bangladesh,2024,3.0
Belarus,2024,27.6019617486338
Belize,2024,0.7871234
Bolivia,2024,20.7073637157978
Brazil,2024,3356.46709289629
Brunei,2024,94.3236748633879
Cambodia,2024,0.0
Cameroon,2024,61.4972677595628
Canada,2024,4776.42142622947
Chad,2024,127.254098360655
Chile,2024,2.10681594456284
China,2024,4234.02732240437
Colombia,2024,772.692923251366
Croatia,2024,9.65139617486338
Cuba,2024,28.2360254450054
Cyprus,2024,0.0
Czechia,2024,1.38201639344262
Dem Rep of the Congo,2024,17.0
Denmark,2024,60.3504117281885
Ecuador,2024,475.28359898915
Egypt,2024,536.849726775956
Equatorial Guinea,2024,86.7267698614098
Ethiopia,2024,0.0
France,2024,10.9949808743169
Gabon,2024,215.027322404371
Georgia,2024,0.239898907103825
Germany,2024,28.7242650273224
Ghana,2024,187.751366120218
Greece,2024,1.497
Guatemala,2024,5.81727349097267
Guyana,2024,617.349726775956
Hungary,2024,21.228931693989
India,2024,603.812924504639
Indonesia,2024,581.980874316939
Iran,2024,4116.52459016393
Iraq,2024,4422.70491803278
Israel,2024,15.0
Italy,2024,84.874912568306
Ivory Coast,2024,40.3874860832786
Japan,2024,3.17170765027322
Jordan,2024,0.02
Kazakhstan,2024,1800.03273508999
Kuwait,2024,2579.7837071587
Libya,2024,1163.27322404371
Malaysia,2024,477.234219917486
Mauritania,2024,0.0
Mexico,2024,1841.77786885245
Mongolia,2024,14.3746803278688
Mozambique,2024,0.0
Myanmar,2024,6.96867759562841
Netherlands,2024,23.8568520075683
New Zealand,2024,6.82381693989071
Niger,2024,30.5683060109289
Nigeria,2024,1488.86957165419
Norway,2024,1790.51086724051
Oman,2024,992.588737704918
Pakistan,2024,65.7611350693879
Papua New Guinea,2024,29.9385792349726
Peru,2024,40.6311500737841
Philippines,2024,0.871218579234972
Poland,2024,16.080931693989
Qatar,2024,1316.48096448087
"Congo, Rep.",2024,247.122950819672
Romania,2024,55.2974153005464
Russia,2024,9891.87541204208
Saudi Arabia,2024,9241.66666666666
Senegal,2024,36.379781420765
Serbia,2024,12.3161803278688
South Africa,2024,0.511251366120218
Spain,2024,0.0123743169398907
Sudan,2024,116.3963908133251
Suriname,2024,13.0110264603743
Sweden,2024,0.0
Syria,2024,54.1530054644808
Thailand,2024,151.917213114754
Timor-Leste,2024,2.0
Trinidad and Tobago,2024,50.6733844238715
Tunisia,2024,27.7710828841584
Turkiye,2024,101.993161202185
Turkmenistan,2024,190.65793
Ukraine,2024,0.0
United Arab Emirates,2024,3401.63934426229
United Kingdom,2024,594.610235597461
United States,2024,13209.201057377
Uzbekistan,2024,31.1043114754098
Venezuela,2024,863.469945355191
Vietnam,2024,166.724147540896
Yemen,2024,15.0
Albania,2025,12.1563945205479
Algeria,2025,1142.95890410958
Angola,2025,1030.81472386152
Argentina,2025,794.004446915262
Australia,2025,245.583402503012
Austria,2025,8.7549808219178
Azerbaijan,2025,560.620974357248
Bahrain,2025,175.780821917808
Bangladesh,2025,3.0
Belarus,2025,25.7304904109589
Belize,2025,0.7871234
Bolivia,2025,17.660805479452
Brazil,2025,3769.40701016494
Brunei,2025,100.875732536624
Cambodia,2025,0.0
Cameroon,2025,59.2438356164383
Canada,2025,4964.10435342465
Chad,2025,126.490410958904
Chile,2025,1.96832196939575
China,2025,4324.68493150684
Colombia,2025,746.478969863013
Croatia,2025,8.99687671232876
Cuba,2025,25.4630897822443
Cyprus,2025,0.0
Czechia,2025,1.3455506849315
Dem Rep of the Congo,2025,16.0
Denmark,2025,72.9844792480755
Ecuador,2025,440.700207427397
Egypt,2025,509.59632387793
Equatorial Guinea,2025,76.3865042125297
Ethiopia,2025,0.0
France,2025,10.2218301369863
Gabon,2025,239.31506849315
Georgia,2025,0.223468493150684
Germany,2025,31.5799643835616
Ghana,2025,182.980821917808
Greece,2025,1.497
Guatemala,2025,5.38462507425952
Guyana,2025,747.432142465753
Hungary,2025,23.4198246575342
India,2025,580.60035005617
Indonesia,2025,581.668493150685
Iran,2025,4193.97260273972
Iraq,2025,4388.06849315068
Israel,2025,19.5205479452054
Italy,2025,83.7036849315068
Ivory Coast,2025,55.0923082529171
Japan,2025,3.1066301369863
Jordan,2025,0.02
Kazakhstan,2025,2046.61015901527
Kuwait,2025,2584.80821917808
Libya,2025,1363.04109589041
Malaysia,2025,516.017995207791
Mauritania,2025,0.0
Mexico,2025,1726.04608767123
Mongolia,2025,13.6718465753424
Mozambique,2025,0.0
Myanmar,2025,5.55530958904109
Netherlands,2025,21.4697686215285
New Zealand,2025,7.04382191780821
Niger,2025,101.410958904109
Nigeria,2025,1605.41427817369
Norway,2025,1858.51905232876
Oman,2025,1002.06917534246
Pakistan,2025,57.5152676657312
Papua New Guinea,2025,31.5158986301369
Peru,2025,44.1527452054794
Philippines,2025,0.502972602739726
Poland,2025,16.5411945205479
Qatar,2025,1311.97386525753
"Congo, Rep.",2025,241.235616438356
Romania,2025,51.5480520547945
Russia,2025,9876.75834803106
Saudi Arabia,2025,9556.05403561643
Senegal,2025,100.0
Serbia,2025,11.4809178082191
South Africa,2025,0.373093150684931
Spain,2025,0.026504109589041
Sudan,2025,142.65753424657498
Suriname,2025,12.0894509589041
Sweden,2025,0.0
Syria,2025,75.2465753424657
Thailand,2025,161.578904109589
Timor-Leste,2025,2.0
Trinidad and Tobago,2025,51.1995507049724
Tunisia,2025,25.3260273972602
Turkiye,2025,124.615687671232
Turkmenistan,2025,190.65793
Ukraine,2025,0.0
United Arab Emirates,2025,3832.95890410958
United Kingdom,2025,615.778712328767
United States,2025,13585.8541205479
Uzbekistan,2025,29.5838602739726
Venezuela,2025,968.369863013698
Vietnam,2025,164.669956164383
Yemen,2025,15.0
